Key,Desc,table
709,"Private nonfarm wages and salaries: Sporting goods, hobby, musical instrument, and book stores",SAINC7N
1103,Private nonfarm wages and salaries: Lessors of nonfinancial intangible assets (except copyrighted works),SAINC7N
711,Private nonfarm wages and salaries: General merchandise stores,SAINC7N
900,Private nonfarm wages and salaries: Information,SAINC7N
1005,"Private nonfarm wages and salaries: Funds, trusts, and other financial vehicles",SAINC7N
1500,Private nonfarm wages and salaries: Educational services (61),SAINC7N
1000,Private nonfarm wages and salaries: Finance and insurance (52),SAINC7N
202,Private nonfarm wages and salaries: Mining (except oil and gas) (212),SAINC7N
1103,Private nonfarm wages and salaries: Lessors of nonfinancial intangible assets (except copyrighted works) (533),SAINC7N
201,Private nonfarm wages and salaries: Oil and gas extraction (211),SAINC7N
803,Private nonfarm wages and salaries: Water transportation (483),SAINC7N
519,Private nonfarm wages and salaries: Other transportation equipment manufacturing,SAINC7N
100,"Private nonfarm wages and salaries: Forestry, fishing, and related activities",SAINC7N
519,"Private nonfarm wages and salaries: Other transportation equipment manufacturing (3364-3466,3369)",SAINC7N
300,Private nonfarm wages and salaries: Utilities (22),SAINC7N
2010,Govt. and govt. enterprises wages and salaries: State and local,SAINC7N
516,Private nonfarm wages and salaries: Computer and electronic product manufacturing (334),SAINC7N
1701,"Private nonfarm wages and salaries: Performing arts, spectator sports, and related industries (711)",SAINC7N
800,Private nonfarm wages and salaries: Transportation and warehousing (48-49),SAINC7N
906,"Private nonfarm wages and salaries: Data processing, hosting, and related services (518)",SAINC7N
402,Private nonfarm wages and salaries: Heavy and civil engineering construction,SAINC7N
402,Private nonfarm wages and salaries: Heavy and civil engineering construction (237),SAINC7N
401,Private nonfarm wages and salaries: Construction of buildings,SAINC7N
512,Private nonfarm wages and salaries: Nonmetallic mineral product manufacturing,SAINC7N
401,Private nonfarm wages and salaries: Construction of buildings (236),SAINC7N
512,Private nonfarm wages and salaries: Nonmetallic mineral product manufacturing (327),SAINC7N
1700,"Private nonfarm wages and salaries: Arts, entertainment, and recreation (71)",SAINC7N
513,Private nonfarm wages and salaries: Primary metal manufacturing (331),SAINC7N
82,Nonfarm wages and salaries,SAINC7N
513,Private nonfarm wages and salaries: Primary metal manufacturing,SAINC7N
400,Private nonfarm wages and salaries: Construction (23),SAINC7N
403,Private nonfarm wages and salaries: Specialty trade contractors (238),SAINC7N
514,Private nonfarm wages and salaries: Fabricated metal product manufacturing,SAINC7N
511,Private nonfarm wages and salaries: Wood product manufacturing (321),SAINC7N
1700,"Private nonfarm wages and salaries: Arts, entertainment, and recreation",SAINC7N
801,Private nonfarm wages and salaries: Air transportation (481),SAINC7N
510,"Private nonfarm wages and salaries: Durable goods manufacturing (321,327-339)",SAINC7N
801,Private nonfarm wages and salaries: Air transportation,SAINC7N
400,Private nonfarm wages and salaries: Construction,SAINC7N
202,Private nonfarm wages and salaries: Mining (except oil and gas),SAINC7N
82,Nonfarm wages and salaries,SAINC7N
1701,"Private nonfarm wages and salaries: Performing arts, spectator sports, and related industries",SAINC7N
538,Private nonfarm wages and salaries: Printing and related support activities (323),SAINC7N
102,"Private nonfarm wages and salaries: Fishing, hunting and trapping (114)",SAINC7N
800,Private nonfarm wages and salaries: Transportation and warehousing,SAINC7N
515,Private nonfarm wages and salaries: Machinery manufacturing,SAINC7N
515,Private nonfarm wages and salaries: Machinery manufacturing (333),SAINC7N
403,Private nonfarm wages and salaries: Specialty trade contractors,SAINC7N
514,Private nonfarm wages and salaries: Fabricated metal product manufacturing (332),SAINC7N
516,Private nonfarm wages and salaries: Computer and electronic product manufacturing,SAINC7N
101,Private nonfarm wages and salaries: Forestry and logging (113),SAINC7N
201,Private nonfarm wages and salaries: Oil and gas extraction,SAINC7N
539,Private nonfarm wages and salaries: Petroleum and coal products manufacturing,SAINC7N
1603,Private nonfarm wages and salaries: Nursing and residential care facilities,SAINC7N
537,Private nonfarm wages and salaries: Paper manufacturing (322),SAINC7N
100,"Private nonfarm wages and salaries: Forestry, fishing, and related activities (113-115)",SAINC7N
600,Private nonfarm wages and salaries: Wholesale trade (42),SAINC7N
904,Private nonfarm wages and salaries: Internet publishing and broadcasting,SAINC7N
1100,Private nonfarm wages and salaries: Real estate and rental and leasing (53),SAINC7N
806,Private nonfarm wages and salaries: Pipeline transportation (486),SAINC7N
2001,Govt. and govt. enterprises wages and salaries: Federal civilian,SAINC7N
1603,Private nonfarm wages and salaries: Nursing and residential care facilities (623),SAINC7N
1402,Private nonfarm wages and salaries: Waste management and remediation services,SAINC7N
2011,Govt. and govt. enterprises wages and salaries: State government,SAINC7N
805,Private nonfarm wages and salaries: Transit and ground passenger transportation (485),SAINC7N
1001,Private nonfarm wages and salaries: Monetary Authorities-central bank,SAINC7N
203,Private nonfarm wages and salaries: Support activities for mining,SAINC7N
1402,Private nonfarm wages and salaries: Waste management and remediation services (562),SAINC7N
1002,Private nonfarm wages and salaries: Credit intermediation and related activities (522),SAINC7N
712,Private nonfarm wages and salaries: Miscellaneous store retailers,SAINC7N
203,Private nonfarm wages and salaries: Support activities for mining (213),SAINC7N
902,Private nonfarm wages and salaries: Motion picture and sound recording industries (512),SAINC7N
700,Private nonfarm wages and salaries: Retail trade (44-45),SAINC7N
713,Private nonfarm wages and salaries: Nonstore retailers (454),SAINC7N
907,Private nonfarm wages and salaries: Other information services (519),SAINC7N
536,Private nonfarm wages and salaries: Leather and allied product manufacturing (316),SAINC7N
530,Private nonfarm wages and salaries: Nondurable goods manufacturing,SAINC7N
2012,Govt. and govt. enterprises wages and salaries: Local government,SAINC7N
1401,Private nonfarm wages and salaries: Administrative and support services,SAINC7N
1401,Private nonfarm wages and salaries: Administrative and support services (561),SAINC7N
713,Private nonfarm wages and salaries: Nonstore retailers,SAINC7N
1200,"Private nonfarm wages and salaries: Professional, scientific, and technical services (54)",SAINC7N
511,Private nonfarm wages and salaries: Wood product manufacturing,SAINC7N
806,Private nonfarm wages and salaries: Pipeline transportation,SAINC7N
500,Private nonfarm wages and salaries: Manufacturing (31-33),SAINC7N
807,Private nonfarm wages and salaries: Scenic and sightseeing transportation,SAINC7N
905,Private nonfarm wages and salaries: Telecommunications,SAINC7N
903,Private nonfarm wages and salaries: Broadcasting (except Internet),SAINC7N
600,Private nonfarm wages and salaries: Wholesale trade,SAINC7N
805,Private nonfarm wages and salaries: Transit and ground passenger transportation,SAINC7N
1702,"Private nonfarm wages and salaries: Museums, historical sites, and similar institutions (712)",SAINC7N
1702,"Private nonfarm wages and salaries: Museums, historical sites, and similar institutions",SAINC7N
1101,Private nonfarm wages and salaries: Real estate,SAINC7N
1101,Private nonfarm wages and salaries: Real estate (531),SAINC7N
1102,Private nonfarm wages and salaries: Rental and leasing services (532),SAINC7N
2011,Govt. and govt. enterprises wages and salaries: State government,SAINC7N
81,Farm wages and salaries,SAINC7N
804,Private nonfarm wages and salaries: Truck transportation,SAINC7N
1000,Private nonfarm wages and salaries: Finance and insurance,SAINC7N
1004,Private nonfarm wages and salaries: Insurance carriers and related activities,SAINC7N
1102,Private nonfarm wages and salaries: Rental and leasing services,SAINC7N
1002,Private nonfarm wages and salaries: Credit intermediation and related activities,SAINC7N
804,Private nonfarm wages and salaries: Truck transportation (484),SAINC7N
537,Private nonfarm wages and salaries: Paper manufacturing,SAINC7N
521,Private nonfarm wages and salaries: Furniture and related product manufacturing (337),SAINC7N
534,Private nonfarm wages and salaries: Textile product mills,SAINC7N
521,Private nonfarm wages and salaries: Furniture and related product manufacturing,SAINC7N
712,Private nonfarm wages and salaries: Miscellaneous store retailers (453),SAINC7N
901,Private nonfarm wages and salaries: Publishing industries (except Internet) (511),SAINC7N
522,Private nonfarm wages and salaries: Miscellaneous manufacturing (339),SAINC7N
1703,"Private nonfarm wages and salaries: Amusement, gambling, and recreation industries",SAINC7N
905,Private nonfarm wages and salaries: Telecommunications (517),SAINC7N
2010,Govt. and govt. enterprises wages and salaries: State and local,SAINC7N
1100,Private nonfarm wages and salaries: Real estate and rental and leasing,SAINC7N
711,Private nonfarm wages and salaries: General merchandise stores (452),SAINC7N
2002,Govt. and govt. enterprises wages and salaries: Military,SAINC7N
1004,Private nonfarm wages and salaries: Insurance carriers and related activities (524),SAINC7N
522,Private nonfarm wages and salaries: Miscellaneous manufacturing,SAINC7N
1703,"Private nonfarm wages and salaries: Amusement, gambling, and recreation industries (713)",SAINC7N
810,Private nonfarm wages and salaries: Personal services,SAINC7S
90,Private nonfarm wages and salaries,SAINC7S
930,Govt. and govt. enterprises wages and salaries: State and local,SAINC7S
835,Private nonfarm wages and salaries: Amusement and recreation services,SAINC7S
81,Farm wages and salaries,SAINC7S
710,"Private nonfarm wages and salaries: Depository and nondepository institutions (60,61)",SAINC7S
710,Private nonfarm wages and salaries: Depository and nondepository institutions,SAINC7S
800,Private nonfarm wages and salaries: Services (I),SAINC7S
50,Wages and salaries by place of work,SAINC7S
825,"Private nonfarm wages and salaries: Automotive repair, services, and parking (75)",SAINC7S
520,Private nonfarm wages and salaries: Trucking and warehousing,SAINC7S
310,Private nonfarm wages and salaries: General building contractors,SAINC7S
520,Private nonfarm wages and salaries: Trucking and warehousing (42),SAINC7S
474,Private nonfarm wages and salaries: Petroleum and coal products,SAINC7S
310,Private nonfarm wages and salaries: General building contractors (15),SAINC7S
931,Govt. and govt. enterprises wages and salaries: State government,SAINC7S
825,"Private nonfarm wages and salaries: Automotive repair, services, and parking",SAINC7S
320,Private nonfarm wages and salaries: Heavy construction contractors,SAINC7S
474,Private nonfarm wages and salaries: Petroleum and coal products (29),SAINC7S
320,Private nonfarm wages and salaries: Heavy construction contractors (16),SAINC7S
471,Private nonfarm wages and salaries: Chemicals and allied products (28),SAINC7S
736,Private nonfarm wages and salaries: Holding and other investment offices,SAINC7S
736,Private nonfarm wages and salaries: Holding and other investment offices (67),SAINC7S
805,Private nonfarm wages and salaries: Hotels and other lodging places,SAINC7S
477,Private nonfarm wages and salaries: Rubber and miscellaneous plastics products,SAINC7S
477,Private nonfarm wages and salaries: Rubber and miscellaneous plastics products (30),SAINC7S
932,Govt. and govt. enterprises wages and salaries: Local government,SAINC7S
82,Nonfarm wages and salaries,SAINC7S
800,Private nonfarm wages and salaries: Services,SAINC7S
510,Private nonfarm wages and salaries: Railroad transportation (40),SAINC7S
82,Nonfarm wages and salaries,SAINC7S
900,Government and government enterprises wages and salaries,SAINC7S
100,"Private nonfarm wages and salaries: Agricultural services, forestry, and fishing",SAINC7S
510,Private nonfarm wages and salaries: Railroad transportation,SAINC7S
820,Private nonfarm wages and salaries: Business services,SAINC7S
480,Private nonfarm wages and salaries: Leather and leather products (31),SAINC7S
300,Private nonfarm wages and salaries: Construction,SAINC7S
932,Govt. and govt. enterprises wages and salaries: Local government,SAINC7S
200,Private nonfarm wages and salaries: Mining,SAINC7S
815,Private nonfarm wages and salaries: Private households (88),SAINC7S
480,Private nonfarm wages and salaries: Leather and leather products,SAINC7S
300,Private nonfarm wages and salaries: Construction (C),SAINC7S
805,Private nonfarm wages and salaries: Hotels and other lodging places (70),SAINC7S
830,Private nonfarm wages and salaries: Miscellaneous repair services,SAINC7S
471,Private nonfarm wages and salaries: Chemicals and allied products,SAINC7S
120,Private nonfarm wages and salaries: Forestry and fishing,SAINC7S
731,Private nonfarm wages and salaries: Security and commodity brokers (62),SAINC7S
500,Private nonfarm wages and salaries: Transportation and public utilities,SAINC7S
122,Private nonfarm wages and salaries: Fishing,SAINC7S
731,Private nonfarm wages and salaries: Security and commodity brokers,SAINC7S
122,Private nonfarm wages and salaries: Fishing,SAINC7S
730,"Private nonfarm wages and salaries: Other finance, insurance, and real estate",SAINC7S
900,Government and government enterprises wages and salaries,SAINC7S
330,Private nonfarm wages and salaries: Special trade contractors,SAINC7S
330,Private nonfarm wages and salaries: Special trade contractors (17),SAINC7S
50,Wages and salaries by place of work,SAINC7S
931,Govt. and govt. enterprises wages and salaries: State government,SAINC7S
930,Govt. and govt. enterprises wages and salaries: State and local,SAINC7S
810,Private nonfarm wages and salaries: Personal services (72),SAINC7S
830,Private nonfarm wages and salaries: Miscellaneous repair services (76),SAINC7S
730,"Private nonfarm wages and salaries: Other finance, insurance, and real estate (62-65,67)",SAINC7S
530,Private nonfarm wages and salaries: Water transportation (44),SAINC7S
121,Private nonfarm wages and salaries: Forestry,SAINC7S
732,Private nonfarm wages and salaries: Insurance carriers (63),SAINC7S
735,"Private nonfarm wages and salaries: Combined real estate, insurance, etc.",SAINC7S
815,Private nonfarm wages and salaries: Private households,SAINC7S
500,Private nonfarm wages and salaries: Transportation and public utilities (E),SAINC7S
735,"Private nonfarm wages and salaries: Combined real estate, insurance, etc.",SAINC7S
120,Private nonfarm wages and salaries: Forestry and fishing,SAINC7S
734,Private nonfarm wages and salaries: Real estate,SAINC7S
110,Private nonfarm wages and salaries: Agricultural services (07),SAINC7S
734,Private nonfarm wages and salaries: Real estate (65),SAINC7S
530,Private nonfarm wages and salaries: Water transportation,SAINC7S
733,"Private nonfarm wages and salaries: Insurance agents, brokers, and services (64)",SAINC7S
733,"Private nonfarm wages and salaries: Insurance agents, brokers, and services",SAINC7S
200,Private nonfarm wages and salaries: Mining (B),SAINC7S
121,Private nonfarm wages and salaries: Forestry (08),SAINC7S
732,Private nonfarm wages and salaries: Insurance carriers,SAINC7S
110,Private nonfarm wages and salaries: Agricultural services,SAINC7S
90,Private nonfarm wages and salaries,SAINC7S
820,Private nonfarm wages and salaries: Business services (73),SAINC7S
468,Private nonfarm wages and salaries: Printing and publishing (27),SAINC7S
627,Private nonfarm wages and salaries: Eating and drinking places (58),SAINC7S
845,Private nonfarm wages and salaries: Health services,SAINC7S
623,Private nonfarm wages and salaries: Food stores,SAINC7S
700,"Private nonfarm wages and salaries: Finance, insurance, and real estate (H)",SAINC7S
453,Private nonfarm wages and salaries: Food and kindred products,SAINC7S
624,Private nonfarm wages and salaries: Automotive dealers and service stations,SAINC7S
453,Private nonfarm wages and salaries: Food and kindred products (20),SAINC7S
560,Private nonfarm wages and salaries: Communications,SAINC7S
845,Private nonfarm wages and salaries: Health services (80),SAINC7S
624,Private nonfarm wages and salaries: Automotive dealers and service stations (55),SAINC7S
560,Private nonfarm wages and salaries: Communications (48),SAINC7S
450,Private nonfarm wages and salaries: Nondurable goods manufacturing,SAINC7S
450,Private nonfarm wages and salaries: Nondurable goods manufacturing,SAINC7S
210,Private nonfarm wages and salaries: Metal mining (10),SAINC7S
570,"Private nonfarm wages and salaries: Electric, gas, and sanitary services",SAINC7S
625,Private nonfarm wages and salaries: Apparel and accessory stores (56),SAINC7S
240,"Private nonfarm wages and salaries: Nonmetallic minerals, except fuels (14)",SAINC7S
210,Private nonfarm wages and salaries: Metal mining,SAINC7S
456,Private nonfarm wages and salaries: Tobacco products,SAINC7S
700,"Private nonfarm wages and salaries: Finance, insurance, and real estate",SAINC7S
840,Private nonfarm wages and salaries: Motion pictures (78),SAINC7S
542,Private nonfarm wages and salaries: Transportation by air (45),SAINC7S
621,Private nonfarm wages and salaries: Building materials and garden equipment,SAINC7S
438,Private nonfarm wages and salaries: Other transportation equipment (372-379),SAINC7S
543,"Private nonfarm wages and salaries: Pipelines, except natural gas (46)",SAINC7S
429,Private nonfarm wages and salaries: Industrial machinery and equipment (35),SAINC7S
543,"Private nonfarm wages and salaries: Pipelines, except natural gas",SAINC7S
840,Private nonfarm wages and salaries: Motion pictures,SAINC7S
622,Private nonfarm wages and salaries: General merchandise stores,SAINC7S
622,Private nonfarm wages and salaries: General merchandise stores (53),SAINC7S
544,Private nonfarm wages and salaries: Transportation services,SAINC7S
544,Private nonfarm wages and salaries: Transportation services (47),SAINC7S
860,Private nonfarm wages and salaries: Social services (83),SAINC7S
429,Private nonfarm wages and salaries: Industrial machinery and equipment,SAINC7S
623,Private nonfarm wages and salaries: Food stores (54),SAINC7S
459,Private nonfarm wages and salaries: Textile mill products,SAINC7S
459,Private nonfarm wages and salaries: Textile mill products (22),SAINC7S
456,Private nonfarm wages and salaries: Tobacco products (21),SAINC7S
570,"Private nonfarm wages and salaries: Electric, gas, and sanitary services (49)",SAINC7S
610,Private nonfarm wages and salaries: Wholesale trade,SAINC7S
432,Private nonfarm wages and salaries: Electronic and other electric equipment,SAINC7S
625,Private nonfarm wages and salaries: Apparel and accessory stores,SAINC7S
413,Private nonfarm wages and salaries: Lumber and wood products,SAINC7S
860,Private nonfarm wages and salaries: Social services,SAINC7S
855,Private nonfarm wages and salaries: Educational services,SAINC7S
880,Private nonfarm wages and salaries: Miscellaneous services,SAINC7S
413,Private nonfarm wages and salaries: Lumber and wood products (24),SAINC7S
435,Private nonfarm wages and salaries: Motor vehicles and equipment,SAINC7S
438,Private nonfarm wages and salaries: Other transportation equipment,SAINC7S
240,"Private nonfarm wages and salaries: Nonmetallic minerals, except fuels",SAINC7S
230,Private nonfarm wages and salaries: Oil and gas extraction,SAINC7S
875,Private nonfarm wages and salaries: Engineering and management services (87),SAINC7S
855,Private nonfarm wages and salaries: Educational services (82),SAINC7S
230,Private nonfarm wages and salaries: Oil and gas extraction (13),SAINC7S
444,Private nonfarm wages and salaries: Miscellaneous manufacturing industries,SAINC7S
875,Private nonfarm wages and salaries: Engineering and management services,SAINC7S
410,Private nonfarm wages and salaries: Durable goods manufacturing,SAINC7S
400,Private nonfarm wages and salaries: Manufacturing,SAINC7S
410,Private nonfarm wages and salaries: Durable goods manufacturing,SAINC7S
910,Govt. and govt. enterprises wages and salaries: Federal civilian,SAINC7S
850,Private nonfarm wages and salaries: Legal services,SAINC7S
870,Private nonfarm wages and salaries: Membership organizations,SAINC7S
626,Private nonfarm wages and salaries: Home furniture and furnishings stores,SAINC7S
432,Private nonfarm wages and salaries: Electronic and other electric equipment (36),SAINC7S
626,Private nonfarm wages and salaries: Home furniture and furnishings stores (57),SAINC7S
400,Private nonfarm wages and salaries: Manufacturing (D),SAINC7S
910,Govt. and govt. enterprises wages and salaries: Federal civilian,SAINC7S
850,Private nonfarm wages and salaries: Legal services (81),SAINC7S
627,Private nonfarm wages and salaries: Eating and drinking places,SAINC7S
220,Private nonfarm wages and salaries: Coal mining,SAINC7S
628,Private nonfarm wages and salaries: Miscellaneous retail,SAINC7S
444,Private nonfarm wages and salaries: Miscellaneous manufacturing industries (39),SAINC7S
447,Private nonfarm wages and salaries: Ordnance,SAINC7S
628,Private nonfarm wages and salaries: Miscellaneous retail (59),SAINC7S
435,Private nonfarm wages and salaries: Motor vehicles and equipment (371),SAINC7S
417,Private nonfarm wages and salaries: Furniture and fixtures (25),SAINC7S
870,Private nonfarm wages and salaries: Membership organizations (86),SAINC7S
447,Private nonfarm wages and salaries: Ordnance,SAINC7S
417,Private nonfarm wages and salaries: Furniture and fixtures,SAINC7S
220,Private nonfarm wages and salaries: Coal mining (12),SAINC7S
542,Private nonfarm wages and salaries: Transportation by air,SAINC7S
880,Private nonfarm wages and salaries: Miscellaneous services (89),SAINC7S
540,"Private nonfarm wages and salaries: Other transportation (41,45-47)",SAINC7S
865,"Private nonfarm wages and salaries: Museums, botanical, zoological gardens (84)",SAINC7S
920,Govt. and govt. enterprises wages and salaries: Military,SAINC7S
426,Private nonfarm wages and salaries: Fabricated metal products (34),SAINC7S
426,Private nonfarm wages and salaries: Fabricated metal products,SAINC7S
423,Private nonfarm wages and salaries: Primary metal industries (33),SAINC7S
620,Private nonfarm wages and salaries: Retail trade (G),SAINC7S
865,"Private nonfarm wages and salaries: Museums, botanical, zoological gardens",SAINC7S
920,Govt. and govt. enterprises wages and salaries: Military,SAINC7S
465,Private nonfarm wages and salaries: Paper and allied products (26),SAINC7S
540,Private nonfarm wages and salaries: Other transportation,SAINC7S
541,Private nonfarm wages and salaries: Local and interurban passenger transit (41),SAINC7S
441,Private nonfarm wages and salaries: Instruments and related products,SAINC7S
465,Private nonfarm wages and salaries: Paper and allied products,SAINC7S
420,"Private nonfarm wages and salaries: Stone, clay, and glass products (32)",SAINC7S
420,"Private nonfarm wages and salaries: Stone, clay, and glass products",SAINC7S
423,Private nonfarm wages and salaries: Primary metal industries,SAINC7S
835,Private nonfarm wages and salaries: Amusement and recreation services (79),SAINC7S
441,Private nonfarm wages and salaries: Instruments and related products (38),SAINC7S
610,Private nonfarm wages and salaries: Wholesale trade (F),SAINC7S
468,Private nonfarm wages and salaries: Printing and publishing,SAINC7S
621,Private nonfarm wages and salaries: Building materials and garden equipment (52),SAINC7S
541,Private nonfarm wages and salaries: Local and interurban passenger transit,SAINC7S
620,Private nonfarm wages and salaries: Retail trade,SAINC7S
462,Private nonfarm wages and salaries: Apparel and other textile products,SAINC7S
462,Private nonfarm wages and salaries: Apparel and other textile products (23),SAINC7S
81,Farm wages and salaries ([01-02]),SAINC7S] Farm wages and salaries ([01-02
100,"Private nonfarm wages and salaries: Agricultural services, forestry, and fishing ([07-09])","SAINC7S] Private nonfarm wages and salaries: Agricultural services, forestry, and fishing ([07-09"
20,Outflows of earnings,SAINC91
30,Adjustment for residence,SAINC91
20,Outflows of earnings,SAINC91
10,Inflows of earnings,SAINC91
30,Adjustment for residence,SAINC91
10,Inflows of earnings,SAINC91
1,Implicit regional price deflator,SAIRPD
1,Implicit regional price deflator,SAIRPD
13,ORSA Value added: Hunting / trapping,SAOACTVA
23,ORSA Value added: Other conventional water activities,SAOACTVA
33,ORSA Value added: Productive activities (includes gardening),SAOACTVA
38,ORSA Value added: Local trips,SAOACTVA
44,ORSA Value added: Government expenditures,SAOACTVA
23,ORSA Value added: Other conventional water activities,SAOACTVA
19,ORSA Value added: Skiing / Snowboarding,SAOACTVA
31,ORSA Value added: Air and land guided tours / outfitted travel,SAOACTVA
16,ORSA Value added: Recreational flying,SAOACTVA
20,ORSA Value added: Other snow activities (includes snowmobiling),SAOACTVA
41,ORSA Value added: Lodging,SAOACTVA
35,ORSA Value added: Multi-use apparel and accessories (other),SAOACTVA
41,ORSA Value added: Lodging,SAOACTVA
8,ORSA Value added: Sailing,SAOACTVA
40,ORSA Value added: Food and beverages,SAOACTVA
17,ORSA Value added: RVing,SAOACTVA
15,ORSA Value added: Motorcycling / ATVing,SAOACTVA
7,ORSA Value added: Fishing (excludes boating),SAOACTVA
27,ORSA Value added: Festivals / sporting events / concerts,SAOACTVA
37,ORSA Value added: Construction,SAOACTVA
18,ORSA Value added: Snow activities,SAOACTVA
33,ORSA Value added: Productive activities (includes gardening),SAOACTVA
30,ORSA Value added: Guided tours / outfitted travel,SAOACTVA
4,ORSA Value added: Bicycling,SAOACTVA
30,ORSA Value added: Guided tours / outfitted travel,SAOACTVA
10,ORSA Value added: Climbing / hiking / tent camping,SAOACTVA
45,ORSA Value added: Federal government,SAOACTVA
38,ORSA Value added: Local trips,SAOACTVA
3,ORSA Value added: Conventional outdoor recreation activities,SAOACTVA
16,ORSA Value added: Recreational flying,SAOACTVA
45,ORSA Value added: Federal government,SAOACTVA
7,ORSA Value added: Fishing (excludes boating),SAOACTVA
26,ORSA Value added: Amusement parks / water parks,SAOACTVA
13,ORSA Value added: Hunting / trapping,SAOACTVA
26,ORSA Value added: Amusement parks / water parks,SAOACTVA
5,ORSA Value added: Boating / fishing,SAOACTVA
9,ORSA Value added: Other boating,SAOACTVA
6,ORSA Value added: Canoeing / kayaking,SAOACTVA
32,ORSA Value added: Water guided tours / outfitted travel (includes boating and fishing charters),SAOACTVA
42,ORSA Value added: Shopping and souvenirs,SAOACTVA
1,ORSA Value added: Total outdoor recreation activities,SAOACTVA
5,ORSA Value added: Boating / fishing,SAOACTVA
12,ORSA Value added: Hunting / shooting / trapping,SAOACTVA
15,ORSA Value added: Motorcycling / ATVing,SAOACTVA
32,ORSA Value added: Water guided tours / outfitted travel (includes boating and fishing charters),SAOACTVA
42,ORSA Value added: Shopping and souvenirs,SAOACTVA
40,ORSA Value added: Food and beverages,SAOACTVA
39,ORSA Value added: Travel and tourism,SAOACTVA
9,ORSA Value added: Other boating,SAOACTVA
39,ORSA Value added: Travel and tourism,SAOACTVA
31,ORSA Value added: Air and land guided tours / outfitted travel,SAOACTVA
2,ORSA Value added: Total core outdoor recreation activities,SAOACTVA
35,ORSA Value added: Multi-use apparel and accessories (other),SAOACTVA
25,ORSA Value added: Other outdoor recreation,SAOACTVA
4,ORSA Value added: Bicycling,SAOACTVA
34,ORSA Value added: Other outdoor recreation activities,SAOACTVA
10,ORSA Value added: Climbing / hiking / tent camping,SAOACTVA
24,ORSA Value added: Multi-use apparel and accessories (conventional),SAOACTVA
36,ORSA Value added: Supporting outdoor recreation,SAOACTVA
44,ORSA Value added: Government expenditures,SAOACTVA
28,ORSA Value added: Field sports,SAOACTVA
6,ORSA Value added: Canoeing / kayaking,SAOACTVA
34,ORSA Value added: Other outdoor recreation activities,SAOACTVA
17,ORSA Value added: RVing,SAOACTVA
43,ORSA Value added: Transportation,SAOACTVA
46,ORSA Value added: State and local government,SAOACTVA
22,ORSA Value added: Other conventional air and land activities,SAOACTVA
43,ORSA Value added: Transportation,SAOACTVA
21,ORSA Value added: Other conventional outdoor recreation activities,SAOACTVA
27,ORSA Value added: Festivals / sporting events / concerts,SAOACTVA
20,ORSA Value added: Other snow activities (includes snowmobiling),SAOACTVA
29,ORSA Value added: Game areas (includes golfing and tennis),SAOACTVA
37,ORSA Value added: Construction,SAOACTVA
18,ORSA Value added: Snow activities,SAOACTVA
24,ORSA Value added: Multi-use apparel and accessories (conventional),SAOACTVA
1,ORSA Value added: Total outdoor recreation activities,SAOACTVA
36,ORSA Value added: Supporting outdoor recreation,SAOACTVA
21,ORSA Value added: Other conventional outdoor recreation activities,SAOACTVA
25,ORSA Value added: Other outdoor recreation,SAOACTVA
19,ORSA Value added: Skiing / Snowboarding,SAOACTVA
46,ORSA Value added: State and local government,SAOACTVA
14,ORSA Value added: Shooting (includes archery),SAOACTVA
11,ORSA Value added: Equestrian,SAOACTVA
29,ORSA Value added: Game areas (includes golfing and tennis),SAOACTVA
12,ORSA Value added: Hunting / shooting / trapping,SAOACTVA
14,ORSA Value added: Shooting (includes archery),SAOACTVA
28,ORSA Value added: Field sports,SAOACTVA
2,ORSA Value added: Total core outdoor recreation activities,SAOACTVA
22,ORSA Value added: Other conventional air and land activities,SAOACTVA
11,ORSA Value added: Equestrian,SAOACTVA
3,ORSA Value added: Conventional outdoor recreation activities,SAOACTVA
8,ORSA Value added: Sailing,SAOACTVA
20,"ORSA Compensation: Arts, entertainment, recreation, accommodation, and food services",SAOCOMP
14,ORSA Compensation: Finance and insurance,SAOCOMP
19,ORSA Compensation: Health care and social assistance,SAOCOMP
22,ORSA Compensation: Accommodation and food services,SAOCOMP
9,ORSA Compensation: Wholesale trade,SAOCOMP
12,ORSA Compensation: Information,SAOCOMP
15,ORSA Compensation: Real estate and rental and leasing,SAOCOMP
7,ORSA Compensation: Durable goods,SAOCOMP
13,"ORSA Compensation: Finance, insurance, real estate, rental, and leasing",SAOCOMP
18,ORSA Compensation: Educational services,SAOCOMP
5,ORSA Compensation: Construction,SAOCOMP
4,ORSA Compensation: Mining and utilities,SAOCOMP
3,"ORSA Compensation: Agriculture, forestry, fishing, and hunting",SAOCOMP
26,ORSA Compensation: State and local,SAOCOMP
6,ORSA Compensation: Manufacturing,SAOCOMP
16,ORSA Compensation: Professional and business services,SAOCOMP
20,"ORSA Compensation: Arts, entertainment, recreation, accommodation, and food services",SAOCOMP
26,ORSA Compensation: State and local,SAOCOMP
9,ORSA Compensation: Wholesale trade,SAOCOMP
22,ORSA Compensation: Accommodation and food services,SAOCOMP
5,ORSA Compensation: Construction,SAOCOMP
23,"ORSA Compensation: Other services, except government",SAOCOMP
14,ORSA Compensation: Finance and insurance,SAOCOMP
1,ORSA Compensation: All industries,SAOCOMP
6,ORSA Compensation: Manufacturing,SAOCOMP
16,ORSA Compensation: Professional and business services,SAOCOMP
